is_target_candidate,target_type,original_chord_size,reduced_visible_count,held_before,baseline_completion_count,comparable_view_count,coverage_signature,evidence_state,resolutions
no,TapHead,2,1,absent,11,2,11001000,LocalMismatch,5
no,TapHead,2,1,absent,11,2,11001000,ObservedSupport,1
no,TapHead,2,1,absent,11,2,11100000,AmbiguousEvidence,12
no,TapHead,2,1,absent,11,2,11100000,LocalMismatch,8
no,TapHead,2,1,absent,11,2,11100000,ObservedSupport,1
no,TapHead,2,1,absent,11,3,11001100,AmbiguousEvidence,27
no,TapHead,2,1,absent,11,3,11001100,LocalMismatch,10
no,TapHead,2,1,absent,11,3,11001100,ObservedSupport,4
no,TapHead,2,1,absent,11,3,11110000,AmbiguousEvidence,14
no,TapHead,2,1,absent,11,3,11110000,LocalMismatch,5
no,TapHead,2,1,absent,11,3,11110000,ObservedSupport,1
no,TapHead,2,1,absent,11,4,11101100,AmbiguousEvidence,7
no,TapHead,2,1,absent,11,4,11101100,LocalMismatch,2
no,TapHead,2,1,absent,11,4,11101100,ObservedSupport,1
no,TapHead,2,1,absent,11,5,11111100,AmbiguousEvidence,15
no,TapHead,2,1,absent,11,5,11111100,LocalMismatch,5
no,TapHead,2,1,absent,11,7,11111111,AmbiguousEvidence,14
no,TapHead,2,1,absent,11,7,11111111,LocalMismatch,6
no,TapHead,2,1,absent,12,0,10000000,NoComparableContext,11
no,TapHead,2,1,absent,12,1,11000000,LocalMismatch,363
no,TapHead,2,1,absent,12,1,11000000,ObservedSupport,418
no,TapHead,2,1,absent,12,2,11001000,AmbiguousEvidence,382
no,TapHead,2,1,absent,12,2,11001000,LocalMismatch,300
no,TapHead,2,1,absent,12,2,11001000,ObservedSupport,121
no,TapHead,2,1,absent,12,2,11100000,AmbiguousEvidence,472
no,TapHead,2,1,absent,12,2,11100000,LocalMismatch,347
no,TapHead,2,1,absent,12,2,11100000,ObservedSupport,116
no,TapHead,2,1,absent,12,3,11001100,AmbiguousEvidence,140
no,TapHead,2,1,absent,12,3,11001100,LocalMismatch,94
no,TapHead,2,1,absent,12,3,11001100,ObservedSupport,19
no,TapHead,2,1,absent,12,3,11101000,AmbiguousEvidence,2068
no,TapHead,2,1,absent,12,3,11101000,LocalMismatch,1216
no,TapHead,2,1,absent,12,3,11101000,ObservedSupport,247
no,TapHead,2,1,absent,12,3,11110000,AmbiguousEvidence,133
no,TapHead,2,1,absent,12,3,11110000,LocalMismatch,83
no,TapHead,2,1,absent,12,3,11110000,ObservedSupport,15
no,TapHead,2,1,absent,12,4,11101100,AmbiguousEvidence,709
no,TapHead,2,1,absent,12,4,11101100,LocalMismatch,348
no,TapHead,2,1,absent,12,4,11101100,ObservedSupport,32
no,TapHead,2,1,absent,12,4,11111000,AmbiguousEvidence,631
no,TapHead,2,1,absent,12,4,11111000,LocalMismatch,325
no,TapHead,2,1,absent,12,4,11111000,ObservedSupport,34
no,TapHead,2,1,absent,12,5,11111100,AmbiguousEvidence,1161
no,TapHead,2,1,absent,12,5,11111100,LocalMismatch,544
no,TapHead,2,1,absent,12,6,11111110,AmbiguousEvidence,26
no,TapHead,2,1,absent,12,6,11111110,LocalMismatch,18
no,TapHead,2,1,absent,12,7,11111111,AmbiguousEvidence,301
no,TapHead,2,1,absent,12,7,11111111,LocalMismatch,171
no,TapHead,2,1,absent,12,7,11111111,ObservedSupport,23
no,TapHead,2,1,absent,3,2,11001000,AmbiguousEvidence,2
no,TapHead,2,1,absent,3,2,11100000,AmbiguousEvidence,4
no,TapHead,2,1,absent,3,3,11001100,AmbiguousEvidence,6
no,TapHead,2,1,absent,3,3,11001100,ObservedSupport,4
no,TapHead,2,1,absent,3,3,11101000,AmbiguousEvidence,30
no,TapHead,2,1,absent,3,3,11101000,ObservedSupport,14
no,TapHead,2,1,absent,3,4,11101100,AmbiguousEvidence,127
no,TapHead,2,1,absent,3,4,11101100,ObservedSupport,35
no,TapHead,2,1,absent,3,4,11111000,AmbiguousEvidence,137
no,TapHead,2,1,absent,3,4,11111000,ObservedSupport,45
no,TapHead,2,1,absent,3,5,11111100,AmbiguousEvidence,496
no,TapHead,2,1,absent,3,7,11111111,AmbiguousEvidence,380
no,TapHead,2,1,absent,3,7,11111111,ObservedSupport,28
no,TapHead,2,1,absent,5,2,11001000,AmbiguousEvidence,3
no,TapHead,2,1,absent,5,2,11001000,LocalMismatch,2
no,TapHead,2,1,absent,6,1,11000000,LocalMismatch,5
no,TapHead,2,1,absent,6,1,11000000,ObservedSupport,330
no,TapHead,2,1,absent,6,2,11001000,AmbiguousEvidence,339
no,TapHead,2,1,absent,6,2,11001000,LocalMismatch,15
no,TapHead,2,1,absent,6,2,11001000,ObservedSupport,81
no,TapHead,2,1,absent,6,2,11100000,AmbiguousEvidence,189
no,TapHead,2,1,absent,6,2,11100000,LocalMismatch,2
no,TapHead,2,1,absent,6,2,11100000,ObservedSupport,59
no,TapHead,2,1,absent,6,3,11001100,AmbiguousEvidence,639
no,TapHead,2,1,absent,6,3,11001100,LocalMismatch,8
no,TapHead,2,1,absent,6,3,11001100,ObservedSupport,148
no,TapHead,2,1,absent,6,3,11101000,AmbiguousEvidence,845
no,TapHead,2,1,absent,6,3,11101000,LocalMismatch,16
no,TapHead,2,1,absent,6,3,11101000,ObservedSupport,139
no,TapHead,2,1,absent,6,3,11110000,AmbiguousEvidence,610
no,TapHead,2,1,absent,6,3,11110000,LocalMismatch,7
no,TapHead,2,1,absent,6,3,11110000,ObservedSupport,158
no,TapHead,2,1,absent,6,4,11101100,AmbiguousEvidence,1401
no,TapHead,2,1,absent,6,4,11101100,LocalMismatch,43
no,TapHead,2,1,absent,6,4,11101100,ObservedSupport,71
no,TapHead,2,1,absent,6,4,11111000,AmbiguousEvidence,1335
no,TapHead,2,1,absent,6,4,11111000,LocalMismatch,22
no,TapHead,2,1,absent,6,4,11111000,ObservedSupport,93
no,TapHead,2,1,absent,6,5,11111100,AmbiguousEvidence,4555
no,TapHead,2,1,absent,6,5,11111100,LocalMismatch,60
no,TapHead,2,1,absent,6,6,11111110,AmbiguousEvidence,58
no,TapHead,2,1,absent,6,6,11111110,LocalMismatch,2
no,TapHead,2,1,absent,6,7,11111111,AmbiguousEvidence,2818
no,TapHead,2,1,absent,6,7,11111111,LocalMismatch,84
no,TapHead,2,1,absent,6,7,11111111,ObservedSupport,153
no,TapHead,2,1,absent,7,1,11000000,LocalMismatch,6
no,TapHead,2,1,absent,7,1,11000000,ObservedSupport,32
no,TapHead,2,1,absent,7,2,11001000,AmbiguousEvidence,19
no,TapHead,2,1,absent,7,2,11001000,ObservedSupport,5
no,TapHead,2,1,absent,7,2,11100000,AmbiguousEvidence,14
no,TapHead,2,1,absent,7,2,11100000,ObservedSupport,4
no,TapHead,2,1,absent,7,3,11001100,AmbiguousEvidence,122
no,TapHead,2,1,absent,7,3,11001100,ObservedSupport,34
no,TapHead,2,1,absent,7,3,11101000,AmbiguousEvidence,29
no,TapHead,2,1,absent,7,3,11101000,ObservedSupport,7
no,TapHead,2,1,absent,7,3,11110000,AmbiguousEvidence,55
no,TapHead,2,1,absent,7,3,11110000,ObservedSupport,11
no,TapHead,2,1,absent,7,4,11101100,AmbiguousEvidence,75
no,TapHead,2,1,absent,7,4,11101100,ObservedSupport,3
no,TapHead,2,1,absent,7,4,11111000,AmbiguousEvidence,74
no,TapHead,2,1,absent,7,4,11111000,ObservedSupport,4
no,TapHead,2,1,absent,7,5,11111100,AmbiguousEvidence,1182
no,TapHead,2,1,absent,7,7,11111111,AmbiguousEvidence,607
no,TapHead,2,1,absent,7,7,11111111,ObservedSupport,23
no,TapHead,2,1,absent,8,1,11000000,LocalMismatch,32
no,TapHead,2,1,absent,8,1,11000000,ObservedSupport,227
no,TapHead,2,1,absent,8,2,11001000,AmbiguousEvidence,144
no,TapHead,2,1,absent,8,2,11001000,LocalMismatch,42
no,TapHead,2,1,absent,8,2,11001000,ObservedSupport,32
no,TapHead,2,1,absent,8,2,11100000,AmbiguousEvidence,136
no,TapHead,2,1,absent,8,2,11100000,LocalMismatch,34
no,TapHead,2,1,absent,8,2,11100000,ObservedSupport,40
no,TapHead,2,1,absent,8,3,11001100,AmbiguousEvidence,433
no,TapHead,2,1,absent,8,3,11001100,LocalMismatch,69
no,TapHead,2,1,absent,8,3,11001100,ObservedSupport,87
no,TapHead,2,1,absent,8,3,11101000,AmbiguousEvidence,615
no,TapHead,2,1,absent,8,3,11101000,LocalMismatch,157
no,TapHead,2,1,absent,8,3,11101000,ObservedSupport,82
no,TapHead,2,1,absent,8,3,11110000,AmbiguousEvidence,306
no,TapHead,2,1,absent,8,3,11110000,LocalMismatch,42
no,TapHead,2,1,absent,8,3,11110000,ObservedSupport,44
no,TapHead,2,1,absent,8,4,11101100,AmbiguousEvidence,770
no,TapHead,2,1,absent,8,4,11101100,LocalMismatch,128
no,TapHead,2,1,absent,8,4,11101100,ObservedSupport,40
no,TapHead,2,1,absent,8,4,11111000,AmbiguousEvidence,708
no,TapHead,2,1,absent,8,4,11111000,LocalMismatch,121
no,TapHead,2,1,absent,8,4,11111000,ObservedSupport,32
no,TapHead,2,1,absent,8,5,11111100,AmbiguousEvidence,2279
no,TapHead,2,1,absent,8,5,11111100,LocalMismatch,248
no,TapHead,2,1,absent,8,7,11111111,AmbiguousEvidence,2817
no,TapHead,2,1,absent,8,7,11111111,LocalMismatch,138
no,TapHead,2,1,absent,8,7,11111111,ObservedSupport,104
no,TapHead,2,1,absent,9,1,11000000,LocalMismatch,26
no,TapHead,2,1,absent,9,1,11000000,ObservedSupport,134
no,TapHead,2,1,absent,9,2,11001000,AmbiguousEvidence,138
no,TapHead,2,1,absent,9,2,11001000,LocalMismatch,33
no,TapHead,2,1,absent,9,2,11001000,ObservedSupport,29
no,TapHead,2,1,absent,9,2,11100000,AmbiguousEvidence,212
no,TapHead,2,1,absent,9,2,11100000,LocalMismatch,56
no,TapHead,2,1,absent,9,2,11100000,ObservedSupport,44
no,TapHead,2,1,absent,9,3,11001100,AmbiguousEvidence,314
no,TapHead,2,1,absent,9,3,11001100,LocalMismatch,47
no,TapHead,2,1,absent,9,3,11001100,ObservedSupport,55
no,TapHead,2,1,absent,9,3,11101000,AmbiguousEvidence,405
no,TapHead,2,1,absent,9,3,11101000,LocalMismatch,84
no,TapHead,2,1,absent,9,3,11101000,ObservedSupport,47
no,TapHead,2,1,absent,9,3,11110000,AmbiguousEvidence,290
no,TapHead,2,1,absent,9,3,11110000,LocalMismatch,49
no,TapHead,2,1,absent,9,3,11110000,ObservedSupport,45
no,TapHead,2,1,absent,9,4,11101100,AmbiguousEvidence,585
no,TapHead,2,1,absent,9,4,11101100,LocalMismatch,92
no,TapHead,2,1,absent,9,4,11101100,ObservedSupport,27
no,TapHead,2,1,absent,9,4,11111000,AmbiguousEvidence,773
no,TapHead,2,1,absent,9,4,11111000,LocalMismatch,96
no,TapHead,2,1,absent,9,4,11111000,ObservedSupport,27
no,TapHead,2,1,absent,9,5,11111100,AmbiguousEvidence,1234
no,TapHead,2,1,absent,9,5,11111100,LocalMismatch,158
no,TapHead,2,1,absent,9,6,11111110,AmbiguousEvidence,23
no,TapHead,2,1,absent,9,6,11111110,LocalMismatch,9
no,TapHead,2,1,absent,9,7,11111111,AmbiguousEvidence,2967
no,TapHead,2,1,absent,9,7,11111111,LocalMismatch,121
no,TapHead,2,1,absent,9,7,11111111,ObservedSupport,104
no,TapHead,2,1,present,1,0,10000000,NoComparableContext,2
no,TapHead,2,1,present,1,1,10001000,ObservedSupport,2
no,TapHead,2,1,present,10,0,10000000,NoComparableContext,45
no,TapHead,2,1,present,10,1,10100000,LocalMismatch,7
no,TapHead,2,1,present,10,1,10100000,ObservedSupport,2
no,TapHead,2,1,present,10,1,11000000,LocalMismatch,36
no,TapHead,2,1,present,10,1,11000000,ObservedSupport,9
no,TapHead,2,1,present,10,2,10001100,AmbiguousEvidence,2
no,TapHead,2,1,present,10,2,10001100,LocalMismatch,23
no,TapHead,2,1,present,10,2,10001100,ObservedSupport,2
no,TapHead,2,1,present,10,2,11001000,AmbiguousEvidence,9
no,TapHead,2,1,present,10,2,11001000,LocalMismatch,19
no,TapHead,2,1,present,10,3,10111000,AmbiguousEvidence,3
no,TapHead,2,1,present,10,3,10111000,LocalMismatch,6
no,TapHead,2,1,present,10,3,11001100,AmbiguousEvidence,7
no,TapHead,2,1,present,10,3,11001100,LocalMismatch,38
no,TapHead,2,1,present,10,3,11001100,ObservedSupport,1
no,TapHead,2,1,present,10,3,11110000,AmbiguousEvidence,3
no,TapHead,2,1,present,10,3,11110000,LocalMismatch,13
no,TapHead,2,1,present,10,3,11110000,ObservedSupport,2
no,TapHead,2,1,present,10,4,11101100,AmbiguousEvidence,2
no,TapHead,2,1,present,10,4,11101100,LocalMismatch,7
no,TapHead,2,1,present,10,4,11111000,AmbiguousEvidence,10
no,TapHead,2,1,present,10,4,11111000,LocalMismatch,26
no,TapHead,2,1,present,10,5,11111100,AmbiguousEvidence,13
no,TapHead,2,1,present,10,5,11111100,LocalMismatch,23
no,TapHead,2,1,present,10,6,11111110,AmbiguousEvidence,6
no,TapHead,2,1,present,10,6,11111110,LocalMismatch,21
no,TapHead,2,1,present,10,7,11111111,AmbiguousEvidence,2
no,TapHead,2,1,present,10,7,11111111,LocalMismatch,16
no,TapHead,2,1,present,11,0,10000000,NoComparableContext,112
no,TapHead,2,1,present,11,1,10001000,LocalMismatch,10
no,TapHead,2,1,present,11,1,10001000,ObservedSupport,1
no,TapHead,2,1,present,11,1,11000000,LocalMismatch,157
no,TapHead,2,1,present,11,1,11000000,ObservedSupport,27
no,TapHead,2,1,present,11,2,10101000,AmbiguousEvidence,6
no,TapHead,2,1,present,11,2,10101000,LocalMismatch,5
no,TapHead,2,1,present,11,2,10110000,AmbiguousEvidence,4
no,TapHead,2,1,present,11,2,10110000,LocalMismatch,16
no,TapHead,2,1,present,11,2,10110000,ObservedSupport,2
no,TapHead,2,1,present,11,2,11001000,AmbiguousEvidence,26
no,TapHead,2,1,present,11,2,11001000,LocalMismatch,63
no,TapHead,2,1,present,11,2,11001000,ObservedSupport,2
no,TapHead,2,1,present,11,2,11100000,AmbiguousEvidence,16
no,TapHead,2,1,present,11,2,11100000,LocalMismatch,29
no,TapHead,2,1,present,11,2,11100000,ObservedSupport,6
no,TapHead,2,1,present,11,3,11001100,AmbiguousEvidence,4
no,TapHead,2,1,present,11,3,11001100,LocalMismatch,15
no,TapHead,2,1,present,11,3,11001100,ObservedSupport,1
no,TapHead,2,1,present,11,3,11101000,AmbiguousEvidence,25
no,TapHead,2,1,present,11,3,11101000,LocalMismatch,33
no,TapHead,2,1,present,11,3,11101000,ObservedSupport,2
no,TapHead,2,1,present,11,3,11110000,AmbiguousEvidence,9
no,TapHead,2,1,present,11,3,11110000,LocalMismatch,31
no,TapHead,2,1,present,11,3,11110000,ObservedSupport,2
no,TapHead,2,1,present,11,4,10111100,AmbiguousEvidence,7
no,TapHead,2,1,present,11,4,10111100,LocalMismatch,13
no,TapHead,2,1,present,11,4,11101100,AmbiguousEvidence,8
no,TapHead,2,1,present,11,4,11101100,LocalMismatch,12
no,TapHead,2,1,present,11,5,11111100,AmbiguousEvidence,4
no,TapHead,2,1,present,11,5,11111100,LocalMismatch,6
no,TapHead,2,1,present,12,0,10000000,NoComparableContext,836
no,TapHead,2,1,present,12,1,10001000,LocalMismatch,276
no,TapHead,2,1,present,12,1,10001000,ObservedSupport,32
no,TapHead,2,1,present,12,1,10100000,LocalMismatch,241
no,TapHead,2,1,present,12,1,10100000,ObservedSupport,23
no,TapHead,2,1,present,12,1,11000000,LocalMismatch,3112
no,TapHead,2,1,present,12,1,11000000,ObservedSupport,551
no,TapHead,2,1,present,12,2,10001100,AmbiguousEvidence,11
no,TapHead,2,1,present,12,2,10001100,LocalMismatch,100
no,TapHead,2,1,present,12,2,10001100,ObservedSupport,10
no,TapHead,2,1,present,12,2,10101000,AmbiguousEvidence,61
no,TapHead,2,1,present,12,2,10101000,LocalMismatch,128
no,TapHead,2,1,present,12,2,10101000,ObservedSupport,9
no,TapHead,2,1,present,12,2,10110000,AmbiguousEvidence,7
no,TapHead,2,1,present,12,2,10110000,LocalMismatch,54
no,TapHead,2,1,present,12,2,10110000,ObservedSupport,5
no,TapHead,2,1,present,12,2,11001000,AmbiguousEvidence,398
no,TapHead,2,1,present,12,2,11001000,LocalMismatch,1353
no,TapHead,2,1,present,12,2,11001000,ObservedSupport,42
no,TapHead,2,1,present,12,2,11100000,AmbiguousEvidence,505
no,TapHead,2,1,present,12,2,11100000,LocalMismatch,1678
no,TapHead,2,1,present,12,2,11100000,ObservedSupport,94
no,TapHead,2,1,present,12,3,10101100,AmbiguousEvidence,37
no,TapHead,2,1,present,12,3,10101100,LocalMismatch,60
no,TapHead,2,1,present,12,3,10101100,ObservedSupport,2
no,TapHead,2,1,present,12,3,10111000,AmbiguousEvidence,23
no,TapHead,2,1,present,12,3,10111000,LocalMismatch,86
no,TapHead,2,1,present,12,3,10111000,ObservedSupport,1
no,TapHead,2,1,present,12,3,11001100,AmbiguousEvidence,270
no,TapHead,2,1,present,12,3,11001100,LocalMismatch,788
no,TapHead,2,1,present,12,3,11001100,ObservedSupport,20
no,TapHead,2,1,present,12,3,11101000,AmbiguousEvidence,1000
no,TapHead,2,1,present,12,3,11101000,LocalMismatch,1663
no,TapHead,2,1,present,12,3,11101000,ObservedSupport,43
no,TapHead,2,1,present,12,3,11110000,AmbiguousEvidence,175
no,TapHead,2,1,present,12,3,11110000,LocalMismatch,612
no,TapHead,2,1,present,12,3,11110000,ObservedSupport,16
no,TapHead,2,1,present,12,4,10111100,AmbiguousEvidence,48
no,TapHead,2,1,present,12,4,10111100,LocalMismatch,40
no,TapHead,2,1,present,12,4,11101100,AmbiguousEvidence,567
no,TapHead,2,1,present,12,4,11101100,LocalMismatch,975
no,TapHead,2,1,present,12,4,11101100,ObservedSupport,9
no,TapHead,2,1,present,12,4,11111000,AmbiguousEvidence,487
no,TapHead,2,1,present,12,4,11111000,LocalMismatch,756
no,TapHead,2,1,present,12,4,11111000,ObservedSupport,11
no,TapHead,2,1,present,12,5,10111110,AmbiguousEvidence,7
no,TapHead,2,1,present,12,5,10111110,LocalMismatch,25
no,TapHead,2,1,present,12,5,10111110,ObservedSupport,1
no,TapHead,2,1,present,12,5,11111100,AmbiguousEvidence,312
no,TapHead,2,1,present,12,5,11111100,LocalMismatch,370
no,TapHead,2,1,present,12,6,11111110,AmbiguousEvidence,86
no,TapHead,2,1,present,12,6,11111110,LocalMismatch,178
no,TapHead,2,1,present,12,7,11111111,AmbiguousEvidence,160
no,TapHead,2,1,present,12,7,11111111,LocalMismatch,257
no,TapHead,2,1,present,12,7,11111111,ObservedSupport,12
no,TapHead,2,1,present,2,4,11111000,LocalMismatch,2
no,TapHead,2,1,present,5,4,11101100,AmbiguousEvidence,2
no,TapHead,2,1,present,5,4,11101100,LocalMismatch,2
no,TapHead,2,1,present,5,4,11101100,ObservedSupport,1
no,TapHead,2,1,present,5,5,11111100,AmbiguousEvidence,4
no,TapHead,2,1,present,5,5,11111100,LocalMismatch,1
no,TapHead,2,1,present,5,6,11111110,AmbiguousEvidence,4
no,TapHead,2,1,present,5,6,11111110,LocalMismatch,1
no,TapHead,2,1,present,6,1,11000000,LocalMismatch,45
no,TapHead,2,1,present,6,1,11000000,ObservedSupport,20
no,TapHead,2,1,present,6,2,11001000,AmbiguousEvidence,11
no,TapHead,2,1,present,6,2,11001000,LocalMismatch,26
no,TapHead,2,1,present,6,2,11001000,ObservedSupport,3
no,TapHead,2,1,present,6,2,11100000,AmbiguousEvidence,8
no,TapHead,2,1,present,6,2,11100000,LocalMismatch,6
no,TapHead,2,1,present,6,2,11100000,ObservedSupport,1
no,TapHead,2,1,present,6,3,11001100,AmbiguousEvidence,23
no,TapHead,2,1,present,6,3,11001100,LocalMismatch,15
no,TapHead,2,1,present,6,3,11001100,ObservedSupport,2
no,TapHead,2,1,present,6,3,11101000,AmbiguousEvidence,19
no,TapHead,2,1,present,6,3,11101000,LocalMismatch,14
no,TapHead,2,1,present,6,3,11101000,ObservedSupport,2
no,TapHead,2,1,present,6,3,11110000,AmbiguousEvidence,21
no,TapHead,2,1,present,6,3,11110000,LocalMismatch,39
no,TapHead,2,1,present,6,3,11110000,ObservedSupport,5
no,TapHead,2,1,present,6,4,10111100,AmbiguousEvidence,13
no,TapHead,2,1,present,6,4,10111100,LocalMismatch,2
no,TapHead,2,1,present,6,4,11101100,AmbiguousEvidence,66
no,TapHead,2,1,present,6,4,11101100,LocalMismatch,46
no,TapHead,2,1,present,6,4,11101100,ObservedSupport,3
no,TapHead,2,1,present,6,4,11111000,AmbiguousEvidence,25
no,TapHead,2,1,present,6,4,11111000,LocalMismatch,18
no,TapHead,2,1,present,6,4,11111000,ObservedSupport,2
no,TapHead,2,1,present,6,5,10111110,AmbiguousEvidence,14
no,TapHead,2,1,present,6,5,10111110,LocalMismatch,1
no,TapHead,2,1,present,6,5,10111110,ObservedSupport,5
no,TapHead,2,1,present,6,5,11111100,AmbiguousEvidence,149
no,TapHead,2,1,present,6,5,11111100,LocalMismatch,66
no,TapHead,2,1,present,6,6,11111110,AmbiguousEvidence,112
no,TapHead,2,1,present,6,6,11111110,LocalMismatch,23
no,TapHead,2,1,present,6,7,11111111,AmbiguousEvidence,103
no,TapHead,2,1,present,6,7,11111111,LocalMismatch,75
no,TapHead,2,1,present,6,7,11111111,ObservedSupport,7
no,TapHead,2,1,present,7,0,10000000,NoComparableContext,6
no,TapHead,2,1,present,7,1,10001000,LocalMismatch,6
no,TapHead,2,1,present,7,1,10001000,ObservedSupport,1
no,TapHead,2,1,present,7,1,11000000,LocalMismatch,11
no,TapHead,2,1,present,7,1,11000000,ObservedSupport,2
no,TapHead,2,1,present,7,2,10001100,AmbiguousEvidence,1
no,TapHead,2,1,present,7,2,10001100,LocalMismatch,5
no,TapHead,2,1,present,7,2,10001100,ObservedSupport,1
no,TapHead,2,1,present,7,2,10110000,LocalMismatch,5
no,TapHead,2,1,present,7,2,10110000,ObservedSupport,1
no,TapHead,2,1,present,7,2,11100000,LocalMismatch,6
no,TapHead,2,1,present,7,2,11100000,ObservedSupport,1
no,TapHead,2,1,present,7,3,11001100,LocalMismatch,6
no,TapHead,2,1,present,7,3,11001100,ObservedSupport,1
no,TapHead,2,1,present,8,0,10000000,NoComparableContext,29
no,TapHead,2,1,present,8,1,10001000,LocalMismatch,12
no,TapHead,2,1,present,8,1,10001000,ObservedSupport,2
no,TapHead,2,1,present,8,1,11000000,LocalMismatch,23
no,TapHead,2,1,present,8,1,11000000,ObservedSupport,6
no,TapHead,2,1,present,8,2,10001100,LocalMismatch,6
no,TapHead,2,1,present,8,2,10001100,ObservedSupport,1
no,TapHead,2,1,present,8,2,11001000,AmbiguousEvidence,3
no,TapHead,2,1,present,8,2,11001000,LocalMismatch,18
no,TapHead,2,1,present,8,2,11001000,ObservedSupport,1
no,TapHead,2,1,present,8,2,11100000,LocalMismatch,7
no,TapHead,2,1,present,8,3,11001100,AmbiguousEvidence,4
no,TapHead,2,1,present,8,3,11001100,LocalMismatch,10
no,TapHead,2,1,present,8,3,11101000,AmbiguousEvidence,1
no,TapHead,2,1,present,8,3,11101000,LocalMismatch,13
no,TapHead,2,1,present,8,3,11101000,ObservedSupport,1
no,TapHead,2,1,present,8,3,11110000,AmbiguousEvidence,2
no,TapHead,2,1,present,8,3,11110000,LocalMismatch,5
no,TapHead,2,1,present,8,3,11110000,ObservedSupport,1
no,TapHead,2,1,present,8,4,11101100,AmbiguousEvidence,2
no,TapHead,2,1,present,8,4,11101100,LocalMismatch,5
no,TapHead,2,1,present,9,0,10000000,NoComparableContext,64
no,TapHead,2,1,present,9,1,10001000,LocalMismatch,28
no,TapHead,2,1,present,9,1,10001000,ObservedSupport,4
no,TapHead,2,1,present,9,1,11000000,LocalMismatch,55
no,TapHead,2,1,present,9,1,11000000,ObservedSupport,18
no,TapHead,2,1,present,9,2,10001100,AmbiguousEvidence,1
no,TapHead,2,1,present,9,2,10001100,LocalMismatch,21
no,TapHead,2,1,present,9,2,10001100,ObservedSupport,2
no,TapHead,2,1,present,9,2,11001000,AmbiguousEvidence,14
no,TapHead,2,1,present,9,2,11001000,LocalMismatch,24
no,TapHead,2,1,present,9,2,11001000,ObservedSupport,3
no,TapHead,2,1,present,9,2,11100000,AmbiguousEvidence,12
no,TapHead,2,1,present,9,2,11100000,LocalMismatch,35
no,TapHead,2,1,present,9,2,11100000,ObservedSupport,1
no,TapHead,2,1,present,9,3,10111000,AmbiguousEvidence,2
no,TapHead,2,1,present,9,3,10111000,LocalMismatch,6
no,TapHead,2,1,present,9,3,11001100,AmbiguousEvidence,22
no,TapHead,2,1,present,9,3,11001100,LocalMismatch,48
no,TapHead,2,1,present,9,3,11001100,ObservedSupport,2
no,TapHead,2,1,present,9,3,11101000,AmbiguousEvidence,4
no,TapHead,2,1,present,9,3,11101000,LocalMismatch,12
no,TapHead,2,1,present,9,3,11110000,AmbiguousEvidence,28
no,TapHead,2,1,present,9,3,11110000,LocalMismatch,72
no,TapHead,2,1,present,9,3,11110000,ObservedSupport,4
no,TapHead,2,1,present,9,4,11101100,AmbiguousEvidence,3
no,TapHead,2,1,present,9,4,11101100,LocalMismatch,5
no,TapHead,2,1,present,9,4,11111000,AmbiguousEvidence,19
no,TapHead,2,1,present,9,4,11111000,LocalMismatch,20
no,TapHead,2,1,present,9,4,11111000,ObservedSupport,1
no,TapHead,2,1,present,9,5,10111110,LocalMismatch,8
no,TapHead,2,1,present,9,5,11111100,AmbiguousEvidence,34
no,TapHead,2,1,present,9,5,11111100,LocalMismatch,38
no,TapHead,2,1,present,9,6,11111110,AmbiguousEvidence,26
no,TapHead,2,1,present,9,6,11111110,LocalMismatch,38
no,TapHead,2,1,present,9,7,11111111,AmbiguousEvidence,14
no,TapHead,2,1,present,9,7,11111111,LocalMismatch,18
no,TapHead,3,2,absent,1,0,10000000,NoComparableContext,4
no,TapHead,3,2,absent,1,1,11000000,ObservedSupport,2
no,TapHead,3,2,absent,10,1,11000000,LocalMismatch,56
no,TapHead,3,2,absent,10,1,11000000,ObservedSupport,142
no,TapHead,3,2,absent,10,2,10101000,AmbiguousEvidence,2
no,TapHead,3,2,absent,10,2,10101000,LocalMismatch,7
no,TapHead,3,2,absent,10,2,11001000,AmbiguousEvidence,133
no,TapHead,3,2,absent,10,2,11001000,LocalMismatch,74
no,TapHead,3,2,absent,10,2,11001000,ObservedSupport,45
no,TapHead,3,2,absent,10,2,11100000,AmbiguousEvidence,100
no,TapHead,3,2,absent,10,2,11100000,LocalMismatch,39
no,TapHead,3,2,absent,10,2,11100000,ObservedSupport,32
no,TapHead,3,2,absent,10,3,11001100,AmbiguousEvidence,28
no,TapHead,3,2,absent,10,3,11001100,LocalMismatch,15
no,TapHead,3,2,absent,10,3,11001100,ObservedSupport,2
no,TapHead,3,2,absent,10,3,11101000,AmbiguousEvidence,399
no,TapHead,3,2,absent,10,3,11101000,LocalMismatch,123
no,TapHead,3,2,absent,10,3,11101000,ObservedSupport,54
no,TapHead,3,2,absent,10,3,11110000,AmbiguousEvidence,56
no,TapHead,3,2,absent,10,3,11110000,LocalMismatch,20
no,TapHead,3,2,absent,10,3,11110000,ObservedSupport,5
no,TapHead,3,2,absent,10,4,11101100,AmbiguousEvidence,124
no,TapHead,3,2,absent,10,4,11101100,LocalMismatch,35
no,TapHead,3,2,absent,10,4,11101100,ObservedSupport,3
no,TapHead,3,2,absent,10,4,11111000,AmbiguousEvidence,167
no,TapHead,3,2,absent,10,4,11111000,LocalMismatch,44
no,TapHead,3,2,absent,10,4,11111000,ObservedSupport,5
